"Name","Review Content","Date","Rating","Mercure Hotel"
"Afrika Verign Nam","This was the first time I sprayed there since the upgrade and new ownership. I was pleasantly surprised. The room was clean, and spacious. The WiFi was free and great. The breakfast good. Staff lovely.  The hotel is placed in the centre of town, great position, but not easy parking for visitors. If you like gambling it is ok, but if you don't, be aware there is a casino with the associated issues.","Date of stay: April 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Most Enjoyable","I stayed for a week at the AVANI for the first time a few months ago while on business. It was a very enjoyable experience with great service and friendly staff. It did not take me long to become a recognised face in any of the facilities and the restaurant staff went out of their way to cater for my needs. I'm heading back there for another week from Monday 22 Feb 2016 and look forward to the same. Nice conveniently situated above a nice mall and banking hall. Thank you AVANI, Job well done......","Date of stay: October 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Casino","This location has a large open air feel. The casino is modern and updated. The staff if helpful and Friendly. There are lots of machines to try your luck on and the floor has various tables to keep you spending. Make friends with the waitress and tip her well for free drinks, food, smokes etc.","Date of stay: October 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Great Location, Polite staff and reasonable prices","I recently stayed at the Avani during a business trip to Namibia. The hotel as clean comfortable and well laid out. The staff were polite and courteous and went out of their way to assist. The food was very reasonably priced and very good. We mainly ate  from the buffet but it was a good standard of food and very reasonably priced. Breakfast was good with a huge range and evening meals had everything covered (fish, meat, vegetarian,) Very impressed and I would highly recommend.","Date of stay: November 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"the food and rooms","AVANI Windhoek hotel and casino has the most delicious food and the service are excellent ,when having dinner there are so many great variety of foods and deserts to choose from .the rooms in the hotel are very good beds, bathrooms amazing and the way the rooms are designed are great the hotel it self looks beautiful its so relaxing and their hotel is in the mall and also 5 minutes away from another mall","Date of stay: September 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"BIG COMFORTABLE HOTEL","This hotel is located at the centre of Windhoek, two storeys up from a shopping centre. Rooms are confortable, clean and well kept. Bar is well attended, reasonably priced and intimate.Restaurant (buffet) has a good quality food, good choice and fast service.All in all, not an unforgettable stay, but a good hotel to wind down after 5000 km of dirt roads at the end of a fantastic trip and get ready for the following morning flight back home.Some shops in the mall at the base of the hotel and some shops in the vicinity offer very nice products at almost reasonable prices.","Date of stay: August 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"AAAC - Avoid at all cost","We stayed at the hotel on a Saturday night, having to catch the plane the Sunday. Very disappointed! Only buffet dinner with no choice of a la carte. Streets not safe enough to find another restaurant in the vicinity. In any case very little other restaurants in the area. Drinks are overpriced. We ordered dinner from a very limited in-room dining menu - supposed to be a cheese and ham platter, but the ham was ""something"" disguised as ham and the cheese old and mouldy! Gross! Had a bad night's rest due to very noisy neighbors. Breakfast was VERY average and definitely not 4-star standard.Warm and cold water taps of the wash basin were swopped and the one tap did not work at all.The entrance to the parking and to the reception are badly sign-posted. Would not have found these, if I were driving on my own.Would not recommend this hotel to anyone.","Date of stay: May 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Avani Hotel"
"Top Lage","Das Kalahari Sands besticht durch seine absolute Top Lage. Mitten im Zentrum und man erreicht alles zu Fuß. Die Zimmer sind absolut in Ordnung. Frühstück ebenso.Immer wieder gerne komme ich ins Kalahari Sands.","Date of stay: April 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Excellent Services","The hotel is in the centre of town where you can do your shopping, the facilities are beautiful although there is no lift for people with disabilities to reach the floor where the hotel is situated. Food is fresh and health and the service id of high quality.","Date of stay: May 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"部屋はとても綺麗","ツアーで利用しました。部屋はとても綺麗でした。ただシャワーのお湯がぬるいうえに、真上に換気扇があるので寒くてシャワーを浴びるのが辛かったです。食事は他のホテルに比べると少し落ちるかなと感じました。あとレストランの従業員は少し愛想が悪かったように感じました。気のせいかもしれませんが。部屋は静かで問題無く眠れました。","Date of stay: July 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Mmmm - Some attention to detail please","I've stayed at the hotel on two occasions within a week. The room was very good, but I had a few ""not so good"" experiences. I only visited the restaurant for breakfast as I was too tired for dinner. Places should be set 100% with all cutlery - spoons at every cup. Plates should be placed at the breakfast point where the guest will dish up. The flow of the buffet should in a planned direction - not all over the place. Enough of the negatives.I had 150M of WiFi per night free, which was sufficient for the time in the hotel. The bathrooms were very clean and well appointed. Bed very comfortable and spacious. Will stay there again.","Date of stay: April 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Well appointed","The room was comfortable, clean and well appointed, and nice to have a good view over the city. The work area could have benefited from a more suitable desk chair, but it was good to have internet access. My room was opposite one of the service rooms, and there was quite a bit of noise early in the morning with staff moving in and out with cleaning equipment. There is a good selection of television channels and room service was prompt, with a fair range of reasonably priced meals. The breakfast was adequate, although staff could have been a bit more attentive. There was a delay during check-in of 30-minutes, although I checked in after 2pm.","Date of stay: September 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Non male!!","L'hotel è molto carino, il personale è molto cordiale (eccetto alla hall che sono di molte poche parole), le camere sono ampie, confortevoli e pulite!! Il ristorante lascia un pò a desiderare in quanto non c'è molto assortimento!! Ma tutto sommato ci siamo trovati benissimo... Ci torneremmo volentieri!!","Date of stay: January 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Bottom of the pile","My girlfriend and I have just returned from a holiday in Namibia. We stayed in 3 hotels throughout the country, 2 were exceptional, 1 was terrible. Sadly this was the Kalahari Sands. Despite the location & housekeeping cleanliness being excellent this was a truly awful experience for 2 reasons:- Bad bad bad staff attitudes. This ruined the overall stay having to deal with rude, inattentive & inhospitable staff. The worst of which was a lady on the main reception (closely followed by the waitresses in the restaurant).- Poor quality food served on the buffet. Perhaps this was exaggerated by the terrible staff attitudes, however I'm always amazed at the buffet dogma of offering many dishes of low quality rather than a few tasty dishes. Specifically poor quality meat & no attention to how the food was presented.Fix the staff attitudes & improve the quality of food in the buffet (even if you raise the price) and this would be a much nicer hotel.","Date of stay: December 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Avani Hotel"
"Good Stay in the Centre of Windhoek","An excellent venue for short business trips to Windhoek, with all the amenities for a business travel in one building.","Date of stay: August 2011This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Solides Hotel - Super Frühstück","Dieses 4 Sterne Hotel gehört zu den besten in Windhoek. Wir hatten es über einen grossen deutschen Reiseveranstalter gebucht und zu einem super Preis bekommen. Die Zimmer sind schon älter, teilweise hat man eine grossartige Aussicht auf Windhoek! Direkt vor dem Hotel ein kleiner Souveniermarkt! Der Weg durch das Einkaufszentrum ins Hotel ist etwas kompliziert! Besonders hervorheben möchte ich das Frühstück, welches man bei super Wetter auch draussen auf dem Balkon einnehmen kann!","Date of stay: October 2010This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"keine 3 Sterne","Wir waren Ende Mai 2010 im obigen Hotel. Am Empfang ging es schon los. Unfreundlich und sehr langsam. Viele schreiben die Zimmer wären gut. Das stimmt. Allerdings im Bad hatte es Schimmel an den Fliesenfugen. Nebenan in unmittelbaren Nachbarschaft wird ein Gebäude hoch gezogen. Ab morgens um 6.30 Uhr ist an Schlafen nicht mehr zu denken. Das Wasser im Pool hatte gerade mal 15 Grad Celsius. Also von wegen baden!!Viel Personal aber oft unfreundlich. Das Personal kommt auf die Dachterasse an den Pool um öfters eine Zigarettenpause zu machen. Der Rauch ist sehr störend. In jeder Lodge hatten wir zumindest ein TV mit Naxchrichten aus Deutschland. In diesem Hotrel aber nicht. (5 Sterne???)Nie mehr Kalahari Sands. Ich kann das wirklich nicht empfehlen","Date of stay: May 2010This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Avani Hotel"
"Regretted my stay in Kalahari Sands","It all started at the reception area when we arrived.The ladies were arrogant and very impatient with us.The reception we got was very very unwelcoming.We booked into the ""luxury room"".Okay,the room was quite nice,big and well kept.We headed out to the resturant for dinner.None of the waiters even gave us a smile.we had to ask to be served with a drink.The buffet was not enjoyable at all. Also breakfast was just standard. We were there for 2 nights.The next day,we went out and came back around 1:30pm.only to find our room not made.We called housekeeping,they cleaned there and then,But to our disappointment again they could not offer us clean towels and sheets,apparently because the storeroom for towels was locked. The pool was unkept and unclean.I regretted staying in Kalahari Sands,especially that they dont treat clients with worth and value.Service levels are so so poor,en i did not appreciate at all.  Paying so much ,you expect a certain standard Service.But what experienced in Kalahari Sands was not even half of my expectation.","Date of stay: December 2008This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Avani Hotel"
"First experience in Avani","The hotel is well located in center of Windhoek close to shopping places warm reception at arrival and departure. A bit disappointed got a surprised in the room was missing toilet brush… very embarrassing!!","Date of stay: October 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"If I could give a zero rating, I would","I have travelled all over the world for business and pleasure. This is in the top 2 worst hotels I haves rated in. The other was a dingy place in northern Zambia.Service is definitely the worst of any hotel I have stayed in. I arrived at reception with my family around check in time. I was there on business and they wanted to see Windhoek sites. We checked in and I was told 15 minutes for our rooms to be ready as they wanted to put us on the same floor. We said it wasn’t necessary. After a couple of enquiries, they got us rooms almost 2 hours later, on different floors. Which we had to check in for again. Then they were upset with us because we were frustrated.They also ran out of key cards, so each room only received one key.I can speak for a very long time about the awful service across the hotel at every engagement with staff.The rooms are ok. Most things worked, but it is old, but mostly renovated. Room service took three attempts at reaching them, then the 15-30 minutes wait time was an hour and the order they delivered was wrong.A very painful stay.","Date of stay: September 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Avani Hotel"
"Incredible service","Fluffy pillows and spacious rooms… this place is incredible. I visited for the first time Namibia and was thoroughly impressed by the entire experience. The service stood out above all else, particularly at the bar. The staff were not only friendly and professional but also went out of their way to make each guest feel welcome. Every drink was crafted with precision, and the bartenders had an impressive knowledge of cocktails, offering both classic favorites and unique creations. They were attentive, always making sure our glasses were never empty, and their warm conversations added a personal touch to our evenings.Beyond the bar, the entire hotel was impeccably maintained, with a serene atmosphere that allowed for both relaxation and adventure. The rooms were spacious, clean, and offered stunning views of the Namibian landscape. The dining experience was exceptional, with a menu that showcased the best of local and international cuisine. The hotel also offered excellent amenities, from the pool to guided tours, making it easy to explore the beautiful surroundings.I highly recommend this hotel to anyone visiting Namibia. Whether you’re there for the wildlife or simply to unwind, the impeccable service—especially at the bar—ensures a memorable stay. I can’t wait to return!","Date of stay: October 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Beautiful ambience and excellent service.","I had not been to the rooftop bar (Stratos) in over 4 years because of how terrible the service used to be, but yesterday I had an experience that would definitely guarantee my return. Keanu was an EXCELLENT server, he friendly, attentive and quick, at no point did we have to look for him as he constantly checked in to make sure we were well served.The food was delicious and worth its price, we had the oxtail and the lamb shank, chef Thomas did an excellent job in that regard👌🏾The supervisor Justina made sure to attend to every table to ensure guests were enjoying their evening. Overall a 10/10 experience.","Date of stay: April 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Excellent service by Shahid","The servicefrom Shahid Hi was excellent. Stratos offers a captivating dining experience with its fusion of global flavors and elegant ambiance. From the moment you enter, attentive staff guide you to your table in the sleek, modern setting. The menu impresses with its creative dishes, like the Stratos Sampler showcasing the chef's skill. Whether you indulge in perfectly grilled steaks or fresh seafood, every bite delights. Top off your meal with decadent desserts like the chocolate lava cake. With impeccable service and a commitment to culinary excellence, Stratos promises an unforgettable dining journey.","Date of stay: March 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos","My recent dining experience at Stratos was truly exceptional, largely thanks to our outstanding waiter, Jeremy. From the moment we were seated, Jeremy's warm and welcoming demeanor set the tone for our meal. He was attentive without being intrusive, offering menu recommendations that perfectly complemented our evening.Jeremy's extensive knowledge of Stratos's cuisine was evident, and he answered our questions with confidence and enthusiasm. Throughout the meal, his impeccable timing ensured our drinks were always refilled, and our courses arrived promptly. He even accommodated our special requests with a smile, making us feel like valued guests.Jeremy's outstanding service transformed our enjoyable meal into a truly memorable dining experience. His dedication and passion for his work were evident, and he made us feel special throughout our visit. I highly commend Jeremy for his exceptional service, which undoubtedly contributed to our overall satisfaction with Stratos. He is a true asset to the restaurant, and I eagerly look forward to returning to enjoy his exceptional service once again.","Date of stay: November 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Nice evening with good food & wine - perfect service","Our first evening at Avani Windhoek. Dinner at Stratos, preceded by an aperitif in the rooftop bar. Buffy reserved the table we wanted, was immediately on hand with blankets and was very attentive and extremely friendly throughout the meal. The food was excellent.","Date of stay: July 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"WHO","The service was good. All our requests were attended to. Most participants were very happy with the service and assistance from the staff.  The food was really good.  Very happy since the booking. David was really helpful with his team.","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Breathtaking","Avani Windhoek stratos Restarant. This is so far the best rooftop restaurant in the city. The food is of great quality, mouth watering and served warm. The team members are always ready to assist and they have great menu knowledge. Thank you Justina and your team always for the great service. I’m definitely coming back.","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Statos","I was on the roof top bar Statos. We really enjoyed our time there. The service was excellent. Shahid and Jeremy were attentive to all our needs. Shahid asked us about our drinks and took our feedback afterwards. Shahid asked us about the pina collada which we thought was too sweet and he told us that he will review the dosage of the vanilla syrup so that it is less sweet in the future. This kind of attention to details and proactiveness is really impressive. We are really in awe of their excellent service. They are definitely an asset to your organisation.","Date of stay: September 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Drug Resistant Tuberculosis Training.","The hotel location, staff, food and guest experience is absolutely amazing. The conference facility catered to more than 60 individuals and whatever minor technical difficulties we experienced, an expert dealt with the problem immediately. I would definitely recommend Avani for anyone looking to book for whatever reason. I’d like to give a special thank you to the following staff members:  1. Kavee, Tia, Jurgen, Lyla, Nico, Gabriel and Kuuoke. Thank you!! 🤩","Date of stay: August 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos","Lenize was the best waiters I have ever met ‘ bought my drinks from on top to downstairs’ she is really someone who would make you comfortable’ to the extend that you don’t have to think about how your other dink you come along ‘ I have never been so satisfied by a waitress as I have by her ! I really hope she gets the recognition that she deserves! Cause she’s amazing","Date of stay: March 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Greta Evening","The food was great. Superb toasted whole-wheat bread. It’s affordable. They have a wide range of items on the menu. Ambiance around the pantry coupled with the city lights outside is truly breathtaking. Thank you David for your awesome service.","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Amaaaazing!!!!","It was an incredible experience that my family and I were able to experience! It was the first time we stayed at Avani, but it was the first time of many, many others. Very well located, very comfortable rooms, very precise and attentive service! It has restaurants inside that give you the opportunity to choose your menu. Not to mention that on the 15th floor we can enjoy a wonderful view, witness a beautiful sunset and that Happy Hour to relax!","Date of stay: March 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"EXCELLENT SERVICE","I would like to thank KAVEMUNU for her excellent/professional service. She really made us feel at home after being tossed around with the breakfast issue that was part of the Stay long holiday Special. She resolved the issue in a minute. Keep up the good service KAVEMUNU. Job well done. We will visit Avani again.","Date of stay: December 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"15th floor best views and great hostess","The restaurant has great food and spectacular reviews.If you go, I recommend asking for the hostess Buffy as she is wonderful very attended, respectful whatever they’re paying her is not enough.Don’t pass this opportunity you will not be disappointed.Max","Date of stay: March 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"STRATTOS BAR","My stay was awesome, drinks and Food was good and I will definetly come back again. Thank you Samoline  for making my visit memorable, a pretty woman with excellent customer service, .Keep up the good work.Avani Hotel is the best and cosy to stay and will invite friends and family to stay....","Date of stay: July 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Great hotel!","The hotel was great! The staff were extremely friendly and hospitality was top tier! The hotel also has various entertainment options and the breakfast buffet is great! The only con I have is that the in room dining was sometimes missing items from the meal and it was difficult to get hold of them again. Otherwise everything was great and would recommend to anyone going to Windhoek!","Date of stay: April 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Excellent","Excellent service with good Customer service.friendly employees and good safety knowing there are security guards everywhere. Maybe just to increase staff cooking when there is a workshop booked with so many people to avoid long queues and to save lunch time.","Date of stay: August 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Roof top michaela","Me and my lady often cist the stratos restaurant and I must say we are exceptionally impressed with the service provided by Michaela. She shows so much pride in the work she does. She is professional and also very entertaining. We'll done Michaela u are great. Keep up the good work.","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Excellent Service","Buffy at the Dunes Restaurant was a great host. Excellent service from her and solid whiskey recommendation. The views from the restaurant is breathtaking and it gives you an excellent view of downtown Windhoek. Highly recommended spot in town.","Date of stay: August 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"10/10","I went to avani with my Friends for a nice evening with Cocktails and Food. Everything was Perfect and the service Form our waiter Shahid war really nice! We will come again! The view is amazing and with the big range on Cocktails everyone will fing something","Date of stay: February 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Shanice ","The view at the rooftop is breathtaking, the lady at the door Shanice was very welcoming and funny. Shahid gave exceptional service. Love everything on the menu. I can't wait to return again this time with my family.","Date of stay: November 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos","Incredible view at the rooftop bar,  incredible stuff especially Shanice.  She was excellent.  The team was excellent as well.  They have really great sundowners and a great menu with a variety of food.  Can't wait to come back again","Date of stay: November 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos","The service was nice and the staff is sooo cool because there's a guy who likes anime so it made me happy. I really enjoyed the food a lot and the drinks were really nice. The atmosphere was very cute and the scene was beautiful. The food was serviced hot which I loved. Jeremy was really adorable and nice.","Date of stay: September 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Excellent service by Shahid Abrahams","Shahid AbrahamsHe is swift in service and that is what we clients want.He is the type of an employee any employer would love to hire.The food was well done and tastyDefinitely I will come back to have the same experiences He went an extra mile to get us help on reservation","Date of stay: March 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Nicest hotel in Windhoek","If you must stay in Windhoek, the Avani is your best choice.  Friendly, helpful staff and a nice rooftop deck with great view, and walking distance to the few attractions Windhoek offers (many of which are closed on Sundays BTW).  Outside you will be beset by hawkers.  Stay in this city only as a transit point to Etosha, Swakopmund, etc.","Date of stay: June 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Raynold.","Excellent and friendly services by Raynold. Made the right recommemdation. Gave us time to look at the menu,he did not rush us when we asked for something that wasn't on the menu,it was found. Last but not least,the waitor was excelllent.We will definitely come back.","Date of stay: February 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"EXCELLENT","My experience of Avani , I must say was excellent. I love every bit of the services offered, the food, drinks, the clean, healthy environment to the staff members. We need more of this hotel in other towns around the country. Keep up with the quality service.","Date of stay: September 2021This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Debmarine  - conferencing","Excellent venue. The willingness to communicate, help and provide all the requirements was excellent. David, who was assigned to us was helpful and eager to please. He is an asset to the conferencing. Johanna was also helpful in helping me print copies. Food excellent","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Wonderful experience at Avani - Windhoek","I just wanna thanks for Fransina at pantry, best waitress ever, she knows what she is doing, recommend best meals, friendliness and open minded. The hostel is very neat and fastest wifi, I will definitely recommend you visit Avani. The entire team is awesome","Date of stay: December 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"MoHSS","Great food and small cup for tea. Staffs are friendly and work hard to support customers. Hygiene is excellent and spacious dining hall. The hotel offer variety and health drinks such as 100% juices. Thank you supervisor Mr. David.","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Isabella","It was a pleasant stay. The frontline staff such Chuma, Rosalia. Juergen, Rejoice and Manfred were such a sheer delight and very helpful at all times. The ambiance is superb, rooms clean, room service swift and etc. I will recommend and return for another lengthy stay.Keep up the service levels and the great work","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
