"Name","Review Content","Date","Rating","Mercure Hotel"
"Older Hotel, but well kept","Stayed there one night on our way to Swakopmund. Nice carpeted rooms also clean. We had a nice dinner in the restaurant. Quiet environment and kids loved the garden and grass. Would stay there again and also recommend to friends and family.","Date of stay: August 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Va bene per una notte","Sono stato con mia moglie in questo hotel il 6 luglio, prima di partire per un safari di 12 giorni. Questo è un hotel vecchio stile, con camere un pò datate, ma confortevoli; accoglienza buona, come pure la ristorazione. Abbiamo cenato a Buffet per € 15 a testa, anche la colazione ci ha soddisfatto. Va benissimo per una notte, ma non lo consiglierei per chi si ferma più a lungo, anche perchè è lontano dal centro.","Date of stay: July 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Great stay with free shuttle","This hotel is located nearby Eros Airport outside the city. Every hour there is a free shuttle to the center and back. The rooms are big and clean. There is airco. Breakfast is amazing good. Very nice stay.","Date of stay: January 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Very dissapointing","The only positive point I can mention is that check in was friendly and efficient.  Everything went horribly wrong from there.  Reading some of the other reviews I have to agree with the comment that this hotel has not been upgraded or maintained since opening. I stayed in one of the the business rooms which was terribly outdated. I could not shower, because the water pressure was non existing. Wifi connection did not work in my room. The carvery offered was really bad quality, I could not get my knife through the lamb and the salads offered was dried out and unappealing. Breakfast was slightly better but still at the buffet table the staff was miserable and the food was poorly prepared.  There is no attention to detail in this hotel and for the price I am sure a person can get much better accommodation else where.","Date of stay: August 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Nice Place!","My husband and I spent one night at Hotel Safari after doing a camping trip through Zambia, Botswana, and Namibia in September 2012. After spending a couple weeks in tents, Hotel Safari was a nice change! Our tour guide mixed up the room reservations (we were supposed to have one with a king-sized bed but got two doubles instead) but that wasn't the hotel's fault, and we liked the room we ended up with. The large bathroom and shower were especially nice. We spent some time at the pool area, which was great, and also the indoor bar, which we quite enjoyed.Breakfast in the morning was a buffet and was delicious. Coffee was excellent. Hotel Safari is a nice spot and we would stay there again.","Date of stay: September 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Not much of a Safari","We recently had a 2 night stay at this Hotel, the staff were helpful and the Hotel looked good; but our room was tired looking, the cleaning only partially done and then we found a Cockroach in the bathroom. The main hotel Restaurant resembles a Cafeteria and the food very average and not very hot especially breakfast. Try the Safari Court Restaurant in the complex for a much better experience, the staff there are helpful and attentive. The choice of dishes is also excellent. The overall look of the Hotel is good and clean.","Date of stay: November 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Average hotel - no bad surprises","We have stayed two nights in this hotel, at the beginning and the end of our trip in Namibia.We were in a budget room (#27), spacious, clean, two confortable queen size beds, no frills. Old fashioned furniture but well mantained. An average room with no bad surprisesWe had to change room because the sink was obstructed and there wasn't  repairing service available on sunday, the staff has been helpful.Breakfast with a good choice. We have not tried the restaurant. Overall a good place, I'd stay again.","Date of stay: August 2011This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"pratique pour les départs tardifs","Hôtel moyen mais pratique pour prendre son vol du soir car on peut s'arranger pour garder la chambre sans payer de supplément. Cuisine passable et petit déjeuner Bof","Date of stay: January 2009This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Dienstreise von Swakopmund nach  Windhuk","Angefangen beim  Unpersönlichen Empfang kann man  eigentlich gar nicht alles aufzählen was alles nicht stimmt . Die Zimmer sind klein, alt möbiliert schmutzig und laut. das Badezimmer ist fast unzumtbar. Klimaanlage übertönt den Fernseher dessen Bild sehr zu wünschen übrigläst. Der Lärm im Gelände nimmt die ganze Nacht nicht ab. Die Parkplätze permanent überbelegt und sehr eng. Ein einziger Reinfall das ganze und nicht weiter zu empfehlen auch das Preis leistungs Verhältnis  passt nicht. wie gesagt einmal und nie wieder","Date of stay: July 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Ideales Hotel zum Reisebeginn, oder zum Resieende","Das Safari Hotel (drei Sterne) und das Safari Court Hotel (vier Sterne) gehören zusammen und liegen gleich nebeneinander. Das Safari Hotel ist relativ preisgünstig. Die Zimmer sind einfach eingerichtet (etwas altes Mobiliar) und einigermassen sauber. Der Gast kann entweder in den Restaurants des Safari Hotels, aber auch im Restaurant des Safari Court Hotels essen. Empfehlenswert ist das Restaurant im Safari Court Hotel (Buffet mit gleichzeitigem Kochen vor Ort). Das Safari Court Hotel (dessen Einrichtungen auch der Gast  des Safari Hotels benutzen darf) bietet einen topp modernen Fitnessraum und ein schönes Schwimmbad an.Ideal ist vor allem die Lage des Hotels am Südende von Windhoek. Von hier aus ist der Flughafen innerhalb etwa 40 Minutwen zu erreichen.Ein ideales Hotel für eine Nacht.","Date of stay: November 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Nichts Besonderes","Haben je 1 Nacht vor und nach unserer Namibiarundreise dort verbracht. Ein gesichtslose langweilig Hotel das seine besten Jahre gesehen hat. Personal an der Rezeption unfreundlich. Frühstück und Abendessen nichts Besonderes und nicht einmal schön präsentiert. Swimmingpool sehr schmutzig und gar nicht einladend. Lieber ins Safari Court gehen und den Mehrpreis in Kauf nehmen.","Date of stay: November 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Fine place for a meeting","I stayed for a week, my second time at Safari Hotel.  Everything was fine, with adequate food, good rooms, and spacious grounds.  I like to walk, and the location was relatively good, close to several walkable neighborhoods, or a spin by the city airport down the street.","Date of stay: June 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Less than satisfactory","Too expensive for what you get. Cold shower - no hot water for entire stay (during winter), outdated heater in room so cold room was cold, no bedside lamps in working order, warn toilet seat (wooden splinters), safe in room did not function, cooked but cold breakfast... if you knew what you were eating. No one to serve you at the bar. We left wondering about cleanliness.Rather find a small B&B for the same price, where the owners will take more care.","Date of stay: July 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Good upmarket hotel","Good upmarket hotel with well-appointed rooms, no need for mozzie nets, drinkable tap water and good wifi. Good cooked breakfast.  Porters unable to access room to collect luggage without guest's key.  Otherwise good staff.","Date of stay: October 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Right Next To The Airport","With it's location, the hotel appears to cater mainly to the corporate/business traveler. I would class the room I received as barely 3 Star due to it's aged decor, tiny showering facilities and air conditioner that barely moved air, let alone chilled it.Dining facilities were great as were the staff we encountered for the most part. Two points that stood out however was that none of our group of travelers received any guidance as to the hotels facilities when checking in and the barman's knowledge at 9PM regarding such stables as Harvey Wallbangers, G&T, White Russians, Cosmopolitan stopped at pouring a beer - bizarre.","Date of stay: November 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Unpleasantly Surprised ","Checking in at reception you are welcomed by modern warm surroundings with friendly staff. You then make your way down to the ""cell blocks"". Upon entering the ""cell"", although very spacious, you immediately time warp to the 70's & feel like you on ""That 70's Show"". The burglar bars, ink stamped pillow cases & a broken shower door that literally locks you inside the shower don't exactly create a sense of comfort & at almost N$1000 a night it is rather disappointing.I would definitely not stay here again, there are more luxurious places to stay for the same price.","Date of stay: June 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Just average","This hotel has seen better days. Furniture, carpets, bathrooms are fairly run-down and in need of renovations. Our room was a bit smelly, too. WiFi often not functional in the rooms, computer system needed to be constantly rebooted. Location a bit out of the way and not exactly convenient to downtown Windhoek. The cash machine in the lobby was out of cash. Front desk staff was not particularly friendly or helpful and most spoke and understood English very poorly. However, most of the wait staff was friendly and happy to help. Bar man refused to serve me at the bar when I went to fetch a drink to take outside to the pool.  He insisted I order at the table, so I had to wait 10 min until I was able to find a waiter (who was charming, however).  Breakfast was adequate for what it is. I cannot recommend this hotel and would not go back unless I had no other options.","Date of stay: March 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Nella media","Ho soggiornato una notte al ""Safari Hotel"" al termine del mio viaggio in Namibia. Si trova appena fuori Windhoek, è infatti indispensabile un mezzo per raggiungere il centro della città; l'albergo mette a disposizione delle navette gratuite, ma consiglio di informarsi bene sugli orari (l'ultima navetta del giorno, almeno il giorno in cui c'ero io, era alle 14 circa...per cui al ritorno è stato necessario un taxi). Struttura grande, con camere spaziose, ma tutto piuttosto vecchio... Buona la cena a buffet al ristorante dell'albergo (circa 150 dollari namibiani, escluse le bevande). Wifi gratis! Nel complesso, niente di particolare...ma come punto di partenza o di arrivo per un viaggio in Namibia, va benissimo!","Date of stay: August 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Un hôtel de grande ville","Dommage que cet hôtel soit excentré, sinon les chambres sont spacieuses, le jardin piscine agréable.Ensemble est propre et bien entretenu. Le buffet est moyen, le petit plus c'est la plancha : vous choisissez vos aliments le cuistot les cuit, joli petit déjeuner;","Date of stay: September 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Due notti al Safari Hotle","E' un hotel adatto unicamente per pernottare all'arrivo e al ritorno per un viaggio in Namibia. Lo scorso anno avevamo soggiornato al Safari Court, sempre nello stesso complesso, 4 stelle, ma la differenza non si nota granchè. Servizio scadente, pulizia appena decente, colazione abbastanza soddisfacente, camere ampie, il tutto in un ambiente decisamente decadente. Il centro e l'aereoporto si raggiungono facilmente con i bus navetta a disposizione dei clienti, se non si ha una propria vettura. Ripeto, per dormire una notte può andare, ma non oltre","Date of stay: June 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Excellent mid-range hotel with good facilities","The Safari Hotel is great for a couple of nights stay at the beginning or end of your trip (especially if you have been camping!). The staff are very friendly and helpful and reception always well staffed. Free safety deposit box service, lockable wardrobe section in your room and plenty of security. I was travelling alone and it all felt very safe and friendly, unlike some of the guest houses which people on my tour felt were not so safe. There is a decent sized pool with plenty of sun loungers and a pool bar service for drinks and snacks. Couple of nice restaurants also which are fairly reasonably priced. I stayed in the business class room which was spacious and had all the comforts you would expect from this class of hotel and much appreciated air con! It's also easy to extend your check out time and arrange for airport transfers. I made good use of the free shuttle service which runs in and out of Windhoek centre every 30 mins and only takes about 5-10 mins to get there. Definitely don't let the fact this is not in the centre put you off, it's cheap and easy to arrange taxis to restaurants etc at night and even the places closer to the centre recommend taking taxis after about 8pm anyway. Recommend this one for a well priced hotel with good facilities and excellent service.","Date of stay: February 2008This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Need to improve","They change our rooms without any prior arrangements and we just have to except it. The room standards for what you pay is not good value for money. Their breakfast were great in the past but cutting back on the variety make it just another breakfast. Service at reception is still slow after so many years. The banquet service was just plain poor. No other words to use. I will call the staff arrogant.","Date of stay: October 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Safari Hotel Windhoek....not bad","We stayed at Safari Hotel Windhoek from 11- 13 May 2019 and then again on 17 May 2019. My first stay was however a lot better than the second. The hotel was ok, nothing special. My room was clean and functional and breakfast buffet served from 6.30 am was real good. However, the facilities in the rooms were dated and need an update. For instance, they still had a cathode ray TV. For my second stay, the electric kettle didn'work at all and the service was poor generally. However, if you looking for a safe, affordable,no frills hotel in Windhoek, Safari Hotel is a good choice.","Date of stay: May 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Outdated & Expired","I will not be thanking my travel agent for this reservation.While the staff are friendly and helpful and the in house dining good, the good size room was probably once upon a time one of the better hotels on the block, the current state of the rooms are just to dowdy and outdated at best. With the dark wood furniture, eighties light fixtures, and carpet that is just 'blah', nothing impresses me in the room.The TV is simply prehistoric and the adjoining bathroom pathetic.Somebody please update the entire bathroom as mould round the bathtub, is making it's rounds.Only consolation are the clean white towels and sheets, and comfy bed which were the saving grace. I would change hotels if I had more then a nights stay in Windhoek or alternatively book a stay in a nice modern apartment hosted by a 'Superhost' and there a so many attractive apartments and rooms available on the home sharing app, Airbnb, that would cost less then spend money on a outdated hotel. If there are modern and updated homes out in Windhoek there is no reason why this hotel cannot upgrade themselves to the current century.Breakfast is basic at best.Someone donate a toaster please!WiFi is same a most of Namibia but the internet expires daily with a new complicating password to renew daily.Too depressing rooms to take any nice pictures, I rather not, thanks!If you absolutely must stay here, I suggest you request for an upgraded room in the new wing.","Date of stay: December 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Very disappointing","Accommodation was very ordinary didn't find the staff friendly .We got dropped of at the shopping centre and the shuttle bus driver said he would be back in one hour and he didn't turn up we had to catch a taxi back to our hotel.The shower was just warm and the drain was blocked .The only good thing was the food in the restaurant it was delicious but again service was ordinary all they need to do is smile .","Date of stay: August 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Muito Bom","O Hotel fica um pouco distante do centro porém não oferece transfer gratuito aos hóspedes. O transfer tem hora marcada e qualquer hóspede pode utilizar sem problemas. Tem vários shoppings nas redondezas. O Hotel possui boas opçoes de restaurante interno e a comida é excelente.","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Mercure Hotel"
"Lodge and Rooms","I stayed twice, once at the beginning of a trip and once at the end. My first stay was in a lodge or motel style room. It's clean, spacious, comfortable. The second stay was in the business rooms - these are more luxurious - carpeted rooms in a multi-storey block, sockets to suit uk plugs, wifi in the room, and generally a better standard or repair. The communal areas are well presented. Good breakfast buffet. The wifi system is a bit of a nuisance. You need a free code for every 50mb fir every device which means collecting multiple bits of paper from reception with endless codes. However, it is possible to get connected for basic communication, if not photo uploading.","Date of stay: September 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Für einen kurzen Aufenthalt in Ordnung","Unser Zimmer war sehr abgewohnt, vor allem die Badezimmer benötigen dringend eine Renovierung. Das Abendessen (Buffet), sah zunächst super aus, war geschmacklich aber das schlechteste Essen, was ich in 12 Tagen Namibia konsumiert habe. Das Frühstück hingegen war Top und bietet eine tolle Auswahl. Das Personal ist sehr freundlich und hilfsbereit. Wlan funktioniert hier auch in den Zimmern, was aber das einzige Schmackhafte an den Zimmern ist. Wir haben in den Nebengebäuden gewohnt mit Aussicht auf einen ""Garten"" und eine Mauer. Der Flugplatz nebenan sorgt für einen unruhigen Schlaf.","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Unterkunft mit Motelcharakter, gutes Essen","Unser Zimmer für eine Nacht lag am Rande des Hotelbereiches und hatte Parkplätze vor den Zimmern wei man es von Motels kennt. Am Nachmittag ist es manchmal durch Fluglärm laut, allerdings war es in der Nacht ruhig.Das Restaurant bietet Buffet oder A La Carte und kann empfohlen werden. Das Essen schmeckte uns dort sehr gut. Service im Restaurant wie auch an der Rezenption sehr freundlich und behilflich. Torten und Kuchen sind sehr lecker und üppig.","Date of stay: April 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Nie wieder","Wir waren am Ende einer Rundreise mit der Gruppe dort für 1 Nacht. Länger hätte man es auch nicht ausgehalten. Wir wurden in einem abgelegenen Trakt untergebracht (Unser Zimmer: 16A). Einrichtung aus den 70er-Jahren des letzten Jahrtausends. Muffiger Geruch. Badezimmer nicht sehr sauber und rudimentär ausgestattet. In der Dusche funktionierte ausserdem der Abfluss nicht, so dass man nach kurzer Zeit in einem See stand. Fenster sind vergittert, die Bahntrasse führt direkt vorbei, startende und landende Flugzeuge in greifbarer Nähe. Unserer Beobachtung nach wurden  Zimmer in diesem Trakt auch als Personalzimmer genutzt. Ein unschöner Abschluss einer schönen Reise.","Date of stay: March 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Ankommen, schnell schlafen und so rasch als möglich wieder verschwinden","Null Charme, null Unterhalt der Zimmer, WLAN funktioniert sehr spärlich, völlig anonym. Wir waren auf der Durchreise und waren froh, nur eine Nacht dort bleiben zu müssen.Bei uns würde so ein Hotel entweder abgerissen oder für Jahr zwecks Renovationsarbeiten geschlossen bleiben. This is Afrika :-)!Das Frühstück war allerdings wirklich erstaunlich gut und vielseitig.","Date of stay: November 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Struttura un po' datata e lontana dal centro","L'hotel non è proprio in posizione comoda per raggiungere il centro di Windhoek. Le camere sono grandi e abbastanza silenziose, ma l'arredamento e soprattutto i bagni sono molto vecchi e usurati: la doccia del nostro bagno era tenuta su con nylon e nastro adesivo.... Almeno il letto era abbastanza comodo.Il ristorante e il buffet della colazione sono nella norma: non male, ma non degni di nota.La connessione wi-fi funziona solo nella hall dell'albergo.","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Hotel for overnight stay","We were booked at this hotel as part of a tour group for two separate nights.  Check in in was relatively ok. Bar areas and restaurant well laid out and open outdoor spaces. Need more staff at front-end/reception. Coffee shop closes early.  Rooms need attention - toilets not well drained and had shower in lukewarm water.  Free wi-fi (limited) and good breakfasts (again staff is limited). Generally service is friendly, but lacking in attention to detail.","Date of stay: June 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Average hotel, poor food, good wine.","We stayed only 1 night in the beginning of our trip in Namibia. The place is OK, the food served in buffet is less than average, although a nice wine selection. There is a decent pool as well. The wifi doesn't work well.","Date of stay: February 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Dated and worn out, but with (mostly) friendly service","I stayed at Hotel Safari for one night during a business trip to Windhoek. I'm afraid it wasn't the best experience.First, so. many. cats. Stray cats everywhere. They feed stray cats (see photo) which has its benefits in keeping other undesirable creatures away, but also, eew. The room itself was rather dated. You could tell that they had made every effort to clean it as best they could, but there comes a time when a serious refurbishment is needed. This time has come for Hotel Safari. This time came for Hotel Safari a while ago!The televisions are old CRT-type TVs. The TV was also very unclear. The bed linens were clean but very, very worn (see photos). The linens also had the hotel name stamped on them which made me think of a correctional institution (at least that's how they look on TV), but who knows, maybe threadbare sheet theft is a thing in Windhoek.The bathroom was a challenge. It was just so antiquated! I had to force myself into the shower and it was a most unpleasant experience.You should not step out of a shower feeling ickier than when you stepped in. And for some inexplicable reason the towels (which looked very clean I must say) smelt of roast lamb.I had a drink in the hotel bar and dinner in the restaurant. The service in the bar was strange. The barmen and waiters walked past me for a good 15 minutes until I managed to catch one's eye to get service. The drinks list was very limited with their best wines not being very good at all (although to be positive this meant that prices were very reasonable).The dinner was a disappointment. The buffet cost N$175 per person but I'd be hard-pressed to see how they could charge more than N$50 for that meal! Service in the restaurant was atrocious. Our waiter disappeared for long stretches of time; this was clearly a result of poor training and not the waiter's fault.Even though I've painted a very grim picture in this review I must point out that the service was very friendly. The check-in and check-out processes were efficient, and the housekeeping staff were very friendly.","Date of stay: September 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"I got confused with 2 hotels in the same place","The staff was great, everybody is really helpful. The rooms are not luxurious but they are decent.WiFi was not so good, I lost connection every 30 min and they have a long access code which makes it a bit overwhelming.I got confused with 2 hotels in the same place: Hotel Safari (3 stars) and Safari Court (4 stars) showcasing different standards.The spa closed very early and we couldn't enjoy it.The only meal we took at the hotel was the breakfast at Safari Court and it was delicious, better than what is served at Hotel Safari.Nice heated pull, and a nice garden.","Date of stay: July 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Oldfashioned rooms with very loud airco","We spent one night here, and that was enough! Our room was oldfashioned, not very clean, the bathroom was extremely small and the airco sounded like a jetplane, you had to turn it off at night! The swimming pool was nice and breakfast too, but service was a bit slow. Okay for one night, but we would not choose it again.","Date of stay: November 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Good enough for one night","Visited Safari Hotel on business. When checking in we where helped quickly and efficiently. When arriving at room it was not yet cleaned and some of us had to wait outside for 30 min while they clean it. Rooms are nice. Shower drain was blocked and door could not close. Colleague of mine was moved due to shower over flowing.Location was nice and the breakfast is very good. Staff working in restaurants are rude and unhelpful.","Date of stay: July 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Average ","Clean room. AC not working in 1st room so they gave me another room. The rooms are from the 60's it appears. There is a nice bar on premise. Beds ok. You do get 4 bars of soap though. I'm sure there is a more updated place to stay when visiting Windhoek.","Date of stay: December 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Gutes Hotel direkt neben Flugplatz Eros","Die Hotelanlage in Windhoek ist gross und für afrikanische Verhältnisse überraschend gut. Die Nähe zum kleinen Flugplatz Windhoek Eros ermöglicht vor allem den schnellen Weitertransport nach einer Übernachtung mit Kleinflugzeugen zu einer Lodge. Auch für Flugschüler ein sehr geeigneter Übernachtungsort mit kurzer Fussdistanz zum Flugplatz.Gutes Morgenbuffet, nette Bedienung. Zimmer genügend gross und sauber.","Date of stay: November 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Very pleasant stay","Our room was very clean and spacious with a sitting area included.   Small bathroom, tea making facilities and good heating.   The complex is large with 2 very nice swimming pools, large areas for sitting with friends and a great breakfast menu.","Date of stay: June 2011This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Mercure Hotel"
"A Good choice for business trip to Windhoek","Stayed in a business room for 3 nights. Room was large and clean with a good size bathroom with bath. Generally everything of a good standard, although there was rip in the net curtains, a broken bin lid and the large key ring and stiff lock made getting into the room a bit of a noisy struggle.Bought internet cards from reception which worked in the room, although fairly slow and did not always log off correctly wasting paid minutes.Reasonable pool, but water heavy with chemical and no shade for the loungers, although there are tables and chairs under thatched open-sided “huts”.Staff friendly and very helpful, but generally slower waiter service than in the US or Europe.Breakfast buffet style with reasonable hot choice, but no fresh fruit and limited selection of cold meats and cheese.Taxis easily arranged by reception into town.","Date of stay: November 2008This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
